id,predicted
908,10.406719180364151
909,12.089970780177678
910,4.794907683315097
911,3.5738874914231467
912,2.2724899558830494
913,5.4724297370827255
914,18.728574751861043
915,13.189970780177678
916,4.594907683315097
917,3.5791156644033193
918,2.681898558033587
919,5.4724297370827255
920,11.0
921,13.869230769230768
922,8.825
923,4.964596273291926
924,5.740086588061901
925,8.057996081742917
926,38.1
927,76.4
928,20.3
929,20.125
930,11.4688889
931,3.7600000000000007
932,87.49508180000001
933,54.7311475
934,37.24590156666667
935,30.581238766666665
936,13.354264266666666
937,15.718695700000001
1837,9.836771443425857
1838,23.971638631836
1839,11.121314649447637
1840,5.685084913969488
1841,2.2724899558830494
1842,5.4724297370827255
1843,14.225496933621937
1844,28.35804232804233
1845,11.814985535523586
1846,5.791900388536963
1847,2.681898558033587
1848,5.4724297370827255
1849,12.6
1850,26.29259259259259
1851,20.625
1852,10.121084924827304
1853,9.1800865880619
1854,8.057996081742917
1855,39.9
1856,85.6
1857,42.3875
1858,35.3625
1859,9.32638875
1860,9.4
1861,111.63715829999998
1862,34.4797814
1863,42.813570220833334
1864,36.1618743939394
1865,19.328052433333333
1866,6.4955556
2766,18.308506551458358
2767,20.274668934866305
2768,7.272141282153673
2769,5.385823153190411
2770,2.2724899558830494
2771,6.3472415638824415
2772,21.010521885521886
2773,24.583294853294852
2774,7.272141282153673
2775,5.492638627757885
2776,2.681898558033587
2777,6.956477663882441
2778,43.6
2779,46.29259259259259
2780,21.625
2781,7.754343005318068
2782,7.7546699213952355
2783,8.016119904539007
2784,44.5043478
2785,66.6
2786,52.0375
2787,33.7625
2788,10.53488553
2789,42.2
2790,94.7180326
2791,42.713114899999994
2792,40.27349728750001
2793,31.538923393939392
2794,22.191941383333337
2795,26.4666667
3696,21.863897656849467
3697,40.97382862235803
3698,8.522265285019186
3699,5.512957164689747
3700,2.2724899558830494
3701,4.608263112082725
3702,22.765912990912987
3703,38.97382862235803
3704,8.522265285019186
3705,5.619772639257222
3706,2.681898558033587
3707,4.608263112082725
3708,105.3
3709,51.36
3710,14.025
3711,7.6523103501507395
3712,7.525503254728568
3713,3.2938294567429187
3714,54.71304339999999
3715,76.9
3716,36.00416666666666
3717,33.6375
3718,17.01821893
3719,1.8
3720,76.66138453333335
3721,56.66475395
3722,44.4754371375
3723,32.280999793939394
3724,22.32981018333333
3725,27.253333400000002
4625,11.396895304856674
4626,14.219196063349951
4627,7.147039947060423
4628,5.512957164689747
4629,2.2724899558830494
4630,4.468633434304947
4631,12.235584590847749
4632,14.219196063349951
4633,7.560373280393757
4634,5.619772639257222
4635,2.681898558033587
4636,4.468633434304947
4637,20.9
4638,34.763030303030305
4639,10.525
4640,7.6523103501507395
4641,7.150503254728568
4642,3.154199778965141
4643,45.0
4644,81.8
4645,34.06666666666666
4646,36.833333333333336
4647,16.35016338
4648,9.1
4649,75.59417133333334
4650,49.62431675
4651,41.7437430875
4652,32.78755712727273
4653,27.282726770833335
4654,45.9599999
5550,2.071862609448423
5551,5.5323063417218
5552,4.680886415719258
5553,3.5668809263032193
5554,2.2724899558830494
5555,3.871596412082725
5556,0.7861362651400379
5557,5.5323063417218
5558,5.610048653618802
5559,3.9668775764269446
5560,2.681898558033587
5561,3.871596412082725
5562,5.0
5563,11.53473224
5564,10.2
5565,7.5782501997748
5566,6.750503254728568
5567,3.657162756742919
5568,4.8
5569,50.3
5570,19.9
5571,21.86
5572,7.75794118
5573,8.325
5574,31.884699599999998
5575,27.332649949999997
5576,30.131083866666664
5577,25.239125493939394
5578,11.255610816666666
5579,22.9466667
6479,5.362872576552011
6480,12.702819471600606
6481,6.70778060445726
6482,3.5668809263032193
6483,2.2724899558830494
6484,2.2894474018409587
6485,7.58891744335248
6486,12.702819471600606
6487,9.641252654820573
6488,3.5668775764269447
6489,2.281898558033587
6490,2.2894474018409587
6491,15.3
6492,31.436190476190472
6493,14.6
6494,7.8782501997748
6495,7.050503254728568
6496,2.3627807351742915
6497,46.1
6498,59.8
6499,30.484615400000003
6500,19.3683333
6501,8.15441178
6502,2.325
6503,40.173770600000005
6504,48.09148455000001
6505,42.298661200000005
6506,27.710356060606063
6507,10.962868799999999
6508,4.7916668
7407,9.123224168503741
